name,x,y,start_time,end_time,service_time,revenue
task_0,25,18,0,240,30,50
task_1,20,10,240,480,30,50
task_2,14,19,480,720,30,50
task_3,17,27,0,240,30,50
task_4,17,4,240,480,30,50
task_5,7,29,480,720,30,50
task_6,16,12,0,240,30,50
task_7,4,23,240,480,30,50
task_8,18,25,480,720,30,50
task_9,16,26,0,240,30,50
task_10,6,27,240,480,30,50
task_11,2,22,480,720,30,50
task_12,0,26,0,240,30,50
task_13,19,26,240,480,30,50
task_14,26,1,480,720,30,50
task_15,23,16,0,240,30,50
task_16,16,14,240,480,30,50
task_17,17,29,480,720,30,50
task_18,14,5,0,240,30,50
task_19,18,13,240,480,30,50
task_20,18,11,480,720,30,50
task_21,21,20,0,240,30,50
task_22,4,6,240,480,30,50
task_23,29,23,480,720,30,50
task_24,20,3,0,240,30,50
task_25,19,22,240,480,30,50
task_26,15,9,480,720,30,50
task_27,18,23,0,240,30,50
task_28,21,8,240,480,30,50
task_29,1,5,480,720,30,50
task_30,13,1,0,240,30,50
task_31,8,23,240,480,30,50
task_32,22,8,480,720,30,50
task_33,0,11,0,240,30,50
task_34,15,16,240,480,30,50
