name,x,y,start_time,end_time,service_time,revenue
task_0,15,15,0,240,30,50
task_1,18,2,240,480,30,50
task_2,10,4,480,720,30,50
task_3,29,4,0,240,30,50
task_4,25,2,240,480,30,50
task_5,21,10,480,720,30,50
task_6,7,16,0,240,30,50
task_7,28,11,240,480,30,50
task_8,21,8,480,720,30,50
task_9,18,11,0,240,30,50
task_10,20,22,240,480,30,50
task_11,14,16,480,720,30,50
task_12,9,28,0,240,30,50
task_13,6,5,240,480,30,50
task_14,9,10,480,720,30,50
task_15,28,15,0,240,30,50
task_16,20,10,240,480,30,50
task_17,12,1,480,720,30,50
task_18,23,13,0,240,30,50
task_19,1,20,240,480,30,50
task_20,5,11,480,720,30,50
task_21,29,28,0,240,30,50
task_22,16,2,240,480,30,50
task_23,6,13,480,720,30,50
task_24,15,17,0,240,30,50
task_25,6,22,240,480,30,50
task_26,10,0,480,720,30,50
task_27,29,27,0,240,30,50
task_28,3,29,240,480,30,50
task_29,20,27,480,720,30,50
task_30,17,14,0,240,30,50
task_31,23,12,240,480,30,50
task_32,23,15,480,720,30,50
task_33,7,12,0,240,30,50
task_34,26,1,240,480,30,50
