name,x,y,start_time,end_time,service_time,revenue
task_0,24,29,0,240,30,50
task_1,13,28,240,480,30,50
task_2,27,12,480,720,30,50
task_3,25,6,0,240,30,50
task_4,1,7,240,480,30,50
task_5,10,3,480,720,30,50
task_6,15,4,0,240,30,50
task_7,11,3,240,480,30,50
task_8,25,5,480,720,30,50
task_9,5,5,0,240,30,50
task_10,20,13,240,480,30,50
task_11,8,15,480,720,30,50
task_12,7,9,0,240,30,50
task_13,28,6,240,480,30,50
task_14,8,4,480,720,30,50
task_15,19,2,0,240,30,50
task_16,20,7,240,480,30,50
task_17,1,27,480,720,30,50
task_18,25,23,0,240,30,50
task_19,23,6,240,480,30,50
task_20,17,2,480,720,30,50
task_21,0,17,0,240,30,50
task_22,11,25,240,480,30,50
task_23,26,21,480,720,30,50
task_24,6,27,0,240,30,50
task_25,0,7,240,480,30,50
task_26,18,29,480,720,30,50
task_27,26,26,0,240,30,50
task_28,10,15,240,480,30,50
task_29,23,23,480,720,30,50
task_30,22,9,0,240,30,50
task_31,19,2,240,480,30,50
task_32,12,14,480,720,30,50
task_33,13,14,0,240,30,50
task_34,5,9,240,480,30,50
