name,x,y,start_time,end_time,service_time,revenue
task_0,16,4,0,240,30,50
task_1,13,9,240,480,30,50
task_2,18,15,480,720,30,50
task_3,23,23,0,240,30,50
task_4,7,7,240,480,30,50
task_5,19,22,480,720,30,50
task_6,25,15,0,240,30,50
task_7,17,0,240,480,30,50
task_8,25,11,480,720,30,50
task_9,5,0,0,240,30,50
task_10,5,18,240,480,30,50
task_11,25,1,480,720,30,50
task_12,13,20,0,240,30,50
task_13,5,3,240,480,30,50
task_14,22,5,480,720,30,50
task_15,4,29,0,240,30,50
task_16,26,23,240,480,30,50
task_17,10,26,480,720,30,50
task_18,21,1,0,240,30,50
task_19,20,27,240,480,30,50
task_20,12,7,480,720,30,50
task_21,21,7,0,240,30,50
task_22,17,23,240,480,30,50
task_23,8,23,480,720,30,50
task_24,0,7,0,240,30,50
task_25,10,5,240,480,30,50
task_26,17,27,480,720,30,50
task_27,16,11,0,240,30,50
task_28,7,27,240,480,30,50
task_29,26,29,480,720,30,50
task_30,13,4,0,240,30,50
task_31,7,24,240,480,30,50
task_32,15,20,480,720,30,50
task_33,16,23,0,240,30,50
task_34,7,28,240,480,30,50
task_35,4,23,480,720,30,50
task_36,11,28,0,240,30,50
task_37,26,16,240,480,30,50
task_38,13,23,480,720,30,50
task_39,12,28,0,240,30,50
task_40,19,19,240,480,30,50
task_41,18,20,480,720,30,50
task_42,4,27,0,240,30,50
task_43,16,29,240,480,30,50
task_44,6,9,480,720,30,50
task_45,27,15,0,240,30,50
task_46,28,3,240,480,30,50
task_47,23,7,480,720,30,50
task_48,6,16,0,240,30,50
task_49,29,5,240,480,30,50
task_50,0,20,480,720,30,50
task_51,16,6,0,240,30,50
task_52,7,26,240,480,30,50
task_53,16,2,480,720,30,50
task_54,12,21,0,240,30,50
task_55,17,22,240,480,30,50
task_56,6,22,480,720,30,50
task_57,0,19,0,240,30,50
task_58,29,4,240,480,30,50
task_59,26,29,480,720,30,50
