name,x,y,start_time,end_time,service_time,revenue
task_0,24,23,0,240,30,50
task_1,15,24,240,480,30,50
task_2,22,21,480,720,30,50
task_3,4,24,0,240,30,50
task_4,8,13,240,480,30,50
task_5,17,27,480,720,30,50
task_6,5,23,0,240,30,50
task_7,20,22,240,480,30,50
task_8,13,22,480,720,30,50
task_9,20,27,0,240,30,50
task_10,5,15,240,480,30,50
task_11,13,20,480,720,30,50
task_12,13,19,0,240,30,50
task_13,4,3,240,480,30,50
task_14,10,22,480,720,30,50
task_15,18,3,0,240,30,50
task_16,14,10,240,480,30,50
task_17,12,13,480,720,30,50
task_18,29,14,0,240,30,50
task_19,18,29,240,480,30,50
task_20,3,27,480,720,30,50
task_21,19,20,0,240,30,50
task_22,18,21,240,480,30,50
task_23,4,10,480,720,30,50
task_24,26,24,0,240,30,50
task_25,29,15,240,480,30,50
task_26,0,17,480,720,30,50
task_27,13,27,0,240,30,50
task_28,5,8,240,480,30,50
task_29,21,6,480,720,30,50
task_30,22,9,0,240,30,50
task_31,25,3,240,480,30,50
task_32,18,15,480,720,30,50
task_33,4,8,0,240,30,50
task_34,25,21,240,480,30,50
