name,x,y,start_time,end_time,service_time,revenue
task_0,28,1,0,240,30,50
task_1,26,19,240,480,30,50
task_2,25,10,480,720,30,50
task_3,27,3,0,240,30,50
task_4,6,10,240,480,30,50
task_5,3,12,480,720,30,50
task_6,8,21,0,240,30,50
task_7,18,6,240,480,30,50
task_8,12,5,480,720,30,50
task_9,14,1,0,240,30,50
task_10,7,26,240,480,30,50
task_11,10,8,480,720,30,50
task_12,15,1,0,240,30,50
task_13,15,7,240,480,30,50
task_14,0,8,480,720,30,50
task_15,9,26,0,240,30,50
task_16,15,25,240,480,30,50
task_17,26,12,480,720,30,50
task_18,17,22,0,240,30,50
task_19,11,18,240,480,30,50
task_20,8,15,480,720,30,50
task_21,2,0,0,240,30,50
task_22,27,1,240,480,30,50
task_23,6,25,480,720,30,50
task_24,4,24,0,240,30,50
task_25,28,26,240,480,30,50
task_26,9,2,480,720,30,50
task_27,16,2,0,240,30,50
task_28,11,13,240,480,30,50
task_29,25,22,480,720,30,50
task_30,25,19,0,240,30,50
task_31,11,10,240,480,30,50
task_32,5,12,480,720,30,50
task_33,20,5,0,240,30,50
task_34,10,9,240,480,30,50
task_35,15,13,480,720,30,50
task_36,4,13,0,240,30,50
task_37,28,26,240,480,30,50
task_38,13,22,480,720,30,50
task_39,6,3,0,240,30,50
task_40,14,9,240,480,30,50
task_41,9,13,480,720,30,50
task_42,28,2,0,240,30,50
task_43,26,22,240,480,30,50
task_44,18,1,480,720,30,50
