name,x,y,start_time,end_time,service_time,revenue
task_0,7,3,0,240,30,50
task_1,16,18,240,480,30,50
task_2,25,2,480,720,30,50
task_3,10,20,0,240,30,50
task_4,15,6,240,480,30,50
task_5,6,8,480,720,30,50
task_6,29,17,0,240,30,50
task_7,2,24,240,480,30,50
task_8,17,15,480,720,30,50
task_9,0,0,0,240,30,50
task_10,24,24,240,480,30,50
task_11,17,13,480,720,30,50
task_12,13,1,0,240,30,50
task_13,15,20,240,480,30,50
task_14,18,25,480,720,30,50
task_15,1,24,0,240,30,50
task_16,2,16,240,480,30,50
task_17,20,28,480,720,30,50
task_18,1,28,0,240,30,50
task_19,3,25,240,480,30,50
task_20,4,27,480,720,30,50
task_21,8,23,0,240,30,50
task_22,9,20,240,480,30,50
task_23,0,5,480,720,30,50
task_24,23,17,0,240,30,50
task_25,21,12,240,480,30,50
task_26,10,27,480,720,30,50
task_27,3,25,0,240,30,50
task_28,19,29,240,480,30,50
task_29,29,18,480,720,30,50
task_30,19,28,0,240,30,50
task_31,11,25,240,480,30,50
task_32,18,5,480,720,30,50
task_33,0,14,0,240,30,50
task_34,28,12,240,480,30,50
task_35,29,4,480,720,30,50
task_36,5,26,0,240,30,50
task_37,4,21,240,480,30,50
task_38,29,10,480,720,30,50
task_39,21,21,0,240,30,50
task_40,29,10,240,480,30,50
task_41,25,1,480,720,30,50
task_42,22,24,0,240,30,50
task_43,25,23,240,480,30,50
task_44,4,18,480,720,30,50
task_45,26,15,0,240,30,50
task_46,0,14,240,480,30,50
task_47,26,14,480,720,30,50
task_48,2,13,0,240,30,50
task_49,4,3,240,480,30,50
task_50,26,1,480,720,30,50
task_51,4,17,0,240,30,50
task_52,26,5,240,480,30,50
task_53,14,13,480,720,30,50
task_54,8,10,0,240,30,50
