name,x,y,start_time,end_time,service_time,revenue
task_0,14,2,0,240,30,50
task_1,5,29,240,480,30,50
task_2,15,15,480,720,30,50
task_3,17,16,0,240,30,50
task_4,9,3,240,480,30,50
task_5,19,20,480,720,30,50
task_6,19,21,0,240,30,50
task_7,10,16,240,480,30,50
task_8,23,21,480,720,30,50
task_9,27,29,0,240,30,50
task_10,0,4,240,480,30,50
task_11,1,27,480,720,30,50
task_12,0,25,0,240,30,50
task_13,29,25,240,480,30,50
task_14,13,21,480,720,30,50
task_15,4,29,0,240,30,50
task_16,29,10,240,480,30,50
task_17,18,18,480,720,30,50
task_18,10,18,0,240,30,50
task_19,3,14,240,480,30,50
task_20,6,0,480,720,30,50
task_21,3,4,0,240,30,50
task_22,24,9,240,480,30,50
task_23,0,21,480,720,30,50
task_24,14,17,0,240,30,50
task_25,25,9,240,480,30,50
task_26,14,19,480,720,30,50
task_27,14,26,0,240,30,50
task_28,27,4,240,480,30,50
task_29,9,6,480,720,30,50
