name,x,y,start_time,end_time,service_time,revenue
task_0,24,20,0,240,30,50
task_1,4,11,240,480,30,50
task_2,23,28,480,720,30,50
task_3,7,6,0,240,30,50
task_4,12,2,240,480,30,50
task_5,0,18,480,720,30,50
task_6,1,18,0,240,30,50
task_7,29,13,240,480,30,50
task_8,18,10,480,720,30,50
task_9,29,16,0,240,30,50
task_10,10,10,240,480,30,50
task_11,1,3,480,720,30,50
task_12,3,12,0,240,30,50
task_13,1,10,240,480,30,50
task_14,26,13,480,720,30,50
task_15,13,19,0,240,30,50
task_16,22,15,240,480,30,50
task_17,16,6,480,720,30,50
task_18,24,20,0,240,30,50
task_19,27,25,240,480,30,50
task_20,11,26,480,720,30,50
task_21,2,19,0,240,30,50
task_22,23,6,240,480,30,50
task_23,8,28,480,720,30,50
task_24,16,5,0,240,30,50
task_25,4,13,240,480,30,50
task_26,22,0,480,720,30,50
task_27,12,29,0,240,30,50
task_28,8,6,240,480,30,50
task_29,16,11,480,720,30,50
task_30,2,24,0,240,30,50
task_31,13,20,240,480,30,50
task_32,4,1,480,720,30,50
task_33,12,8,0,240,30,50
task_34,22,7,240,480,30,50
task_35,8,23,480,720,30,50
task_36,2,28,0,240,30,50
task_37,24,0,240,480,30,50
task_38,28,16,480,720,30,50
task_39,18,3,0,240,30,50
task_40,24,25,240,480,30,50
task_41,0,0,480,720,30,50
task_42,20,21,0,240,30,50
task_43,3,1,240,480,30,50
task_44,29,8,480,720,30,50
task_45,19,16,0,240,30,50
task_46,7,6,240,480,30,50
task_47,25,20,480,720,30,50
task_48,13,10,0,240,30,50
task_49,1,7,240,480,30,50
