name,x,y,start_time,end_time,service_time,revenue
task_0,1,24,0,240,30,50
task_1,25,13,240,480,30,50
task_2,20,17,480,720,30,50
task_3,0,12,0,240,30,50
task_4,6,17,240,480,30,50
task_5,0,27,480,720,30,50
task_6,0,28,0,240,30,50
task_7,6,19,240,480,30,50
task_8,23,1,480,720,30,50
task_9,14,18,0,240,30,50
task_10,29,24,240,480,30,50
task_11,17,18,480,720,30,50
task_12,29,3,0,240,30,50
task_13,14,13,240,480,30,50
task_14,3,9,480,720,30,50
task_15,25,10,0,240,30,50
task_16,21,23,240,480,30,50
task_17,8,24,480,720,30,50
task_18,9,8,0,240,30,50
task_19,0,10,240,480,30,50
task_20,2,4,480,720,30,50
task_21,27,3,0,240,30,50
task_22,17,19,240,480,30,50
task_23,25,6,480,720,30,50
task_24,19,8,0,240,30,50
task_25,26,29,240,480,30,50
task_26,9,29,480,720,30,50
task_27,12,12,0,240,30,50
task_28,22,20,240,480,30,50
task_29,5,29,480,720,30,50
task_30,8,13,0,240,30,50
task_31,8,8,240,480,30,50
task_32,21,9,480,720,30,50
task_33,20,13,0,240,30,50
task_34,23,29,240,480,30,50
task_35,21,15,480,720,30,50
task_36,24,0,0,240,30,50
task_37,20,12,240,480,30,50
task_38,9,5,480,720,30,50
task_39,14,26,0,240,30,50
