name,x,y,start_time,end_time,service_time,revenue
task_0,8,7,0,240,30,50
task_1,5,2,240,480,30,50
task_2,13,18,480,720,30,50
task_3,23,0,0,240,30,50
task_4,6,8,240,480,30,50
task_5,28,4,480,720,30,50
task_6,15,26,0,240,30,50
task_7,1,8,240,480,30,50
task_8,7,25,480,720,30,50
task_9,12,5,0,240,30,50
task_10,4,12,240,480,30,50
task_11,28,19,480,720,30,50
task_12,19,17,0,240,30,50
task_13,8,10,240,480,30,50
task_14,22,12,480,720,30,50
task_15,9,17,0,240,30,50
task_16,28,18,240,480,30,50
task_17,27,23,480,720,30,50
task_18,24,12,0,240,30,50
task_19,1,5,240,480,30,50
task_20,0,17,480,720,30,50
task_21,24,19,0,240,30,50
task_22,23,15,240,480,30,50
task_23,9,19,480,720,30,50
task_24,13,18,0,240,30,50
task_25,22,6,240,480,30,50
task_26,18,21,480,720,30,50
task_27,0,11,0,240,30,50
task_28,27,15,240,480,30,50
task_29,26,25,480,720,30,50
task_30,4,29,0,240,30,50
task_31,13,28,240,480,30,50
task_32,29,26,480,720,30,50
task_33,3,0,0,240,30,50
task_34,0,9,240,480,30,50
task_35,18,28,480,720,30,50
task_36,19,16,0,240,30,50
task_37,23,15,240,480,30,50
task_38,23,25,480,720,30,50
task_39,22,14,0,240,30,50
