name,x,y,start_time,end_time,service_time,revenue
task_0,6,5,0,240,30,50
task_1,29,2,240,480,30,50
task_2,22,25,480,720,30,50
task_3,24,20,0,240,30,50
task_4,12,16,240,480,30,50
task_5,12,25,480,720,30,50
task_6,16,22,0,240,30,50
task_7,15,8,240,480,30,50
task_8,1,12,480,720,30,50
task_9,14,1,0,240,30,50
task_10,26,5,240,480,30,50
task_11,1,23,480,720,30,50
task_12,28,14,0,240,30,50
task_13,18,10,240,480,30,50
task_14,8,16,480,720,30,50
task_15,4,12,0,240,30,50
task_16,9,26,240,480,30,50
task_17,8,17,480,720,30,50
task_18,8,25,0,240,30,50
task_19,24,27,240,480,30,50
task_20,6,11,480,720,30,50
task_21,8,4,0,240,30,50
task_22,19,17,240,480,30,50
task_23,15,0,480,720,30,50
task_24,26,10,0,240,30,50
task_25,18,24,240,480,30,50
task_26,28,27,480,720,30,50
task_27,23,4,0,240,30,50
task_28,4,26,240,480,30,50
task_29,12,11,480,720,30,50
task_30,3,6,0,240,30,50
task_31,10,6,240,480,30,50
task_32,3,23,480,720,30,50
task_33,6,12,0,240,30,50
task_34,22,23,240,480,30,50
task_35,3,21,480,720,30,50
task_36,16,13,0,240,30,50
task_37,26,11,240,480,30,50
task_38,4,29,480,720,30,50
task_39,14,4,0,240,30,50
