name,x,y,start_time,end_time,service_time,revenue
task_0,3,6,0,240,30,50
task_1,2,7,240,480,30,50
task_2,6,12,480,720,30,50
task_3,28,1,0,240,30,50
task_4,18,18,240,480,30,50
task_5,9,25,480,720,30,50
task_6,9,21,0,240,30,50
task_7,29,6,240,480,30,50
task_8,11,2,480,720,30,50
task_9,13,16,0,240,30,50
task_10,6,12,240,480,30,50
task_11,5,29,480,720,30,50
task_12,23,4,0,240,30,50
task_13,14,7,240,480,30,50
task_14,13,11,480,720,30,50
task_15,27,2,0,240,30,50
task_16,16,14,240,480,30,50
task_17,9,8,480,720,30,50
task_18,10,24,0,240,30,50
task_19,13,23,240,480,30,50
task_20,1,15,480,720,30,50
task_21,17,0,0,240,30,50
task_22,26,23,240,480,30,50
task_23,0,3,480,720,30,50
task_24,26,8,0,240,30,50
task_25,10,5,240,480,30,50
task_26,6,24,480,720,30,50
task_27,25,27,0,240,30,50
task_28,21,5,240,480,30,50
task_29,1,28,480,720,30,50
task_30,6,10,0,240,30,50
task_31,2,3,240,480,30,50
task_32,21,19,480,720,30,50
task_33,14,26,0,240,30,50
task_34,24,21,240,480,30,50
